ID,survey_time,surv_t,feed,trip_purp,ac_st,mode,tt,tc,b1,b2,b3,b4,b5,c1,c2,c3,c4,trip_freq,gen_purp,age,gen,occ,month_inc,veh_own_car,veh_own_bike,veh_own_cyc,mrt_pass,bus_av,car_av,leg_av,rick_av,walk_av,bike_av,cng_av,car_dist,car_tt,car_cost,bus_dist,bus_tt,bus_cost,leg_dist,leg_tt,leg_cost,walk_dist,walk_tt,walk_cost,bike_dist,bike_tt,bike_cost,rick_dist,rick_tt,rick_cost,cng_dist,cng_tt,cng_cost
1063,12:30:00 PM,2,0,2,1,7,5,35,1,0,0,0,1,0,0,0,0,4,2,20,0,1,5,0,1,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
1064,12:30:00 PM,2,0,2,9,2,5,10,0,1,0,0,0,0,0,0,0,5,2,40,0,3,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,5,30,1.7,23,10,2,13,15,1.7,23,0,2,9.4,44,1.7,14,35,2,10.9,100
1065,12:30:00 PM,2,0,7,6,7,15,35,0,0,0,0,1,0,0,0,0,5,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.2,7,18,1.6,19,10,1.2,7.8,15,1.2,17,0,1.2,5.6,34,1.2,10,30,1.2,6.5,100
1066,12:30:00 PM,2,0,4,9,2,15,150,0,1,0,0,0,0,0,0,0,4,4,30,1,3,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1,2,15,1,14,10,1,6.5,10,1,14,0,1,4.7,32,1,8,30,1,5.4,100
1067,12:30:00 PM,2,0,2,6,1,5,10,1,0,0,0,0,0,0,0,0,6,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.2,7,18,1.6,19,10,1.2,7.8,15,1.2,17,0,1.2,5.6,34,1.2,10,30,1.2,6.5,100
1068,12:30:00 PM,2,0,4,16,2,25,75,0,1,0,0,0,0,0,0,0,6,4,40,0,4,60,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,4.3,14,65,3.9,36,10,4.3,28,26.5,3.1,44,0,4.3,20.2,72,3.1,25,65,4.3,23.4,169
1069,12:30:00 PM,2,0,7,4,2,5,10,0,0,0,0,0,0,0,0,0,3,3,70,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.6,3,9,0.6,8,10,0.6,3.9,10,0.6,8,0,0.6,2.8,27,0.6,5,25,0.6,3.3,100
1070,12:30:00 PM,2,0,2,4,2,15,35,1,0,0,0,0,0,0,0,0,4,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.7,3,11,0.5,7,10,0.7,4.6,10,0.5,7,0,0.7,3.3,28,0.5,4,20,0.7,3.8,100
1071,12:30:00 PM,2,0,2,14,1,5,10,0,1,0,0,0,0,0,0,0,6,2,20,1,1,5,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,12.9,27,194,10.3,87,25,12.9,84,69.5,10,139,0,12.9,60.7,175,10,81,175,12.9,70.2,427
1072,9:56:00 AM,1,0,4,12,4,45,250,0,0,0,0,0,0,0,0,0,6,4,40,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,5.5,18,83,5.6,52,15,5.5,35.8,32.5,4.1,58,0,5.5,25.9,86,4.1,33,80,5.5,29.9,205
1073,10:15:00 AM,1,0,7,16,2,25,75,1,0,0,0,0,0,0,0,0,5,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.5,6,23,1.7,23,10,1.5,9.8,15,1.3,18,0,1.5,7.1,38,1.3,11,30,1.5,8.2,100
1074,10:10:00 AM,1,0,2,1,2,25,35,0,0,0,0,0,0,0,0,0,5,2,20,1,1,20,1,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,30.6,63,459,32.9,385,80,30.6,199.4,158,22.8,316,0,30.6,144,387,22.8,184,380,30.6,166.5,958
1075,10:20:00 AM,1,0,2,14,2,15,35,1,0,0,0,0,0,1,0,0,5,2,20,0,1,5,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.6,6,24,3.2,27,10,1.6,10.4,15,1.5,21,0,1.6,7.5,39,1.5,12,35,1.6,8.7,100
1076,10:38:00 AM,1,0,6,14,1,25,10,0,0,0,0,0,0,0,0,0,1,6,20,0,1,5,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.3,5,20,1.3,18,10,1.3,8.5,15,1.3,18,0,1.3,6.1,36,1.3,11,30,1.3,7.1,100
1077,11:05:00 AM,2,0,7,6,2,25,35,1,0,0,0,0,1,0,1,0,4,3,40,0,3,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.1,9,47,2.5,19,10,3.1,20.2,20.5,2.4,32,0,3.1,14.6,57,2.4,19,55,3.1,16.9,133
1078,11:12:00 AM,2,0,2,9,2,15,35,0,0,0,0,1,0,0,0,0,5,2,20,1,1,5,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1,2,15,1,14,10,1,6.5,10,1,14,0,1,4.7,32,1,8,30,1,5.4,100
1079,11:18:00 AM,2,0,6,11,2,5,35,0,0,0,0,0,0,0,0,0,4,6,20,1,1,5,1,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,2.1,7,32,1.8,25,10,2.1,13.7,15.5,1.8,25,0,2.1,9.9,45,1.8,15,40,2.1,11.4,130
1080,11:25:00 AM,2,0,6,4,2,25,75,0,0,0,0,0,0,0,0,0,4,6,20,1,1,20,1,0,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,1,1,6.9,17,104,17.4,102,45,6.9,45,39.5,6.6,91,0,6.9,32.5,103,6.6,53,120,6.9,37.5,247
1081,11:45:00 AM,2,0,7,5,1,5,10,1,0,0,1,0,0,0,0,0,4,4,20,0,1,20,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.7,3,11,0.6,9,10,0.7,4.6,10,0.6,9,0,0.7,3.3,28,0.6,5,25,0.7,3.8,100
1082,12:30:00 PM,2,0,6,4,7,25,35,0,0,0,0,0,0,0,0,0,4,6,20,0,1,5,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,15.2,43,228,15.2,94,35,15.2,99,81,14.6,205,0,15.2,71.5,202,14.6,118,250,15.2,82.7,496
1083,1:03:00 PM,3,0,4,1,6,15,10,1,0,0,0,0,0,0,0,0,5,4,30,0,4,30,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,6,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,44,1.9,15,40,2,10.9,100
1084,1:08:00 PM,3,0,4,1,6,15,10,0,0,0,0,0,0,0,0,0,6,4,30,0,4,60,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,6,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,44,1.9,15,40,2,10.9,100
1085,1:20:00 PM,3,0,8,1,2,25,75,0,0,0,0,0,0,0,1,0,5,1,30,0,5,80,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,13.6,36,204,23.5,155,60,13.6,88.6,73,13.4,185,0,13.6,64,183,13.4,108,230,13.6,74,448
1086,1:22:00 PM,3,0,8,1,2,25,75,0,0,0,0,0,0,0,0,0,4,1,40,0,5,150,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,13.6,36,204,23.5,155,60,13.6,88.6,73,13.4,185,0,13.6,64,183,13.4,108,230,13.6,74,448
1087,1:50:00 PM,3,0,4,12,1,5,10,0,1,0,0,0,0,0,0,0,6,4,30,1,4,30,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,19.8,33,297,19.3,122,45,19.8,129,104,15.8,218,0,19.8,93.2,258,15.8,128,265,19.8,107.7,634
1088,2:10:00 PM,3,0,7,16,2,15,75,0,0,0,0,0,0,0,0,0,3,6,20,0,1,20,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.2,9,33,1.7,24,10,2.2,14.3,16,1.7,24,0,2.2,10.4,46,1.7,14,35,2.2,12,130
1089,2:18:00 PM,3,0,4,9,2,15,75,0,0,0,0,0,0,0,0,0,6,4,40,0,4,60,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,11.2,29,168,12.1,82,30,11.2,73,61,9.8,138,0,11.2,52.7,154,9.8,79,170,11.2,60.9,376
1090,2:22:00 PM,3,0,7,1,7,15,10,0,1,0,0,0,0,0,0,0,4,4,20,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,6,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,44,1.9,15,40,2,10.9,100
1091,2:30:00 PM,3,0,6,12,2,25,75,0,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,5.8,17,87,5.1,53,10,5.8,37.8,34,3.7,52,0,5.8,27.3,90,3.7,30,75,5.8,31.6,214
1092,2:35:00 PM,3,0,7,4,2,5,35,0,1,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.6,3,9,0.6,8,10,0.6,3.9,10,0.6,8,0,0.6,2.8,27,0.6,5,25,0.6,3.3,100
1093,10:16:00 AM,1,0,2,4,2,15,35,1,0,0,0,1,0,1,0,0,6,2,20,1,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.6,3,9,0.6,8,10,0.6,3.9,10,0.6,8,0,0.6,2.8,27,0.6,5,25,0.6,3.3,100
1094,10:07:00 AM,1,0,2,11,2,15,35,1,0,0,0,0,0,0,0,0,4,2,20,0,1,5,0,0,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.2,5,33,0.2,2,10,2.2,14.3,16,0.2,2,0,2.2,10.4,46,0.2,2,20,2.2,12,130
1095,4:00:00 PM,4,0,7,11,2,5,35,0,0,0,0,0,0,0,0,0,6,2,20,1,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
1096,10:29:00 AM,1,0,2,14,1,5,10,0,0,0,0,1,0,0,0,0,3,2,30,0,1,5,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
1097,4:10:00 PM,4,0,2,8,1,5,10,0,0,0,0,0,0,1,0,0,3,2,20,0,1,5,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.9,7,29,0.3,5,10,1.9,12.4,15,0.3,5,0,1.9,8.9,43,0.3,2,20,1.9,10.3,100
1098,10:41:00 AM,1,0,2,14,2,15,35,1,0,0,0,1,0,0,0,0,4,2,20,0,1,5,0,0,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,9.5,26,143,9,59,20,9.5,61.9,52.5,8.7,120,0,9.5,44.7,134,8.7,70,155,9.5,51.7,325
1099,4:15:00 PM,4,0,7,16,7,15,10,0,0,0,0,1,0,0,0,0,5,4,40,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3,11,45,2,21,10,3,19.5,20,1.8,26,0,3,14.1,56,1.8,15,40,3,16.3,130
1100,2:15:00 PM,3,0,3,13,7,5,10,0,0,0,1,0,0,0,0,0,4,3,30,0,5,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
1101,10:55:00 AM,1,0,7,1,6,15,10,1,0,0,0,0,0,0,0,0,3,4,30,0,4,20,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,6,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,44,1.9,15,40,2,10.9,100
1102,4:13:00 PM,4,0,7,16,2,5,10,0,0,0,0,1,0,0,0,0,6,2,20,0,1,5,0,1,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,7.3,21,110,8.8,62,20,7.3,47.6,41.5,6.8,94,0,7.3,34.4,108,6.8,55,125,7.3,39.7,259
1103,11:06:00 AM,2,0,2,14,2,15,35,1,0,0,0,0,0,0,0,0,5,2,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.4,5,21,1.3,19,10,1.4,9.1,15,1.3,19,0,1.4,6.6,37,1.3,11,30,1.4,7.6,100
1104,4:28:00 PM,4,0,6,15,1,5,10,0,0,0,0,0,0,0,0,0,4,2,20,0,1,5,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,17.8,21,267,20.5,140,50,17.8,116,94,18.5,253,0,17.8,83.8,234,18.5,149,310,17.8,96.8,574
1105,4:33:00 PM,4,0,2,1,2,25,75,0,0,0,0,0,0,0,1,0,5,2,30,1,1,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,6,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,44,1.9,15,40,2,10.9,100
1106,11:25:00 AM,2,0,4,1,7,25,10,1,0,0,0,0,0,0,0,0,2,4,30,1,1,20,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,25,45,375,24.7,153,60,25,162.9,130,16.4,227,0,25,117.7,320,16.4,133,275,25,136,790
1107,11:35:00 AM,2,0,4,13,1,15,10,1,0,0,0,0,0,0,0,0,5,4,30,0,4,20,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
1108,11:54:00 AM,2,0,4,12,1,5,10,1,0,0,0,0,0,0,0,0,4,4,30,0,4,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.1,5,32,0.5,7,10,2.1,13.7,15.5,0.5,7,0,2.1,9.9,45,0.5,4,20,2.1,11.4,130
1109,12:25:00 PM,2,0,4,13,1,25,10,0,0,0,0,0,0,0,0,0,5,1,40,0,5,80,1,0,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,19.3,31,290,0,5,10,19.3,125.7,101.5,13.4,184,0,19.3,90.8,252,13.4,108,230,19.3,105,619
1110,12:37:00 PM,2,0,4,12,1,5,10,1,0,0,0,0,0,0,0,0,1,4,40,0,5,30,1,0,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,2.1,5,32,0.5,7,10,2.1,13.7,15.5,0.5,7,0,2.1,9.9,45,0.5,4,20,2.1,11.4,130
1111,12:48:00 PM,2,0,4,11,1,15,10,0,1,0,0,0,0,0,0,0,4,4,40,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
1112,1:05:00 PM,3,0,3,11,1,5,10,0,0,0,0,0,0,0,0,0,4,6,20,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
1113,2:30:00 PM,3,0,2,14,2,15,10,0,0,0,0,1,0,0,0,0,6,2,30,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
1114,10:05:00 AM,1,0,2,14,2,15,35,0,0,0,0,1,0,0,1,0,1,2,20,1,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.3,7,35,2.9,37,10,2.3,15,16.5,2.3,33,0,2.3,10.8,48,2.3,19,50,2.3,12.5,130
1115,1:12:00 PM,3,0,8,14,2,15,35,1,0,0,0,0,0,0,0,0,3,8,20,0,1,5,0,1,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.5,6,23,1.4,20,10,1.5,9.8,15,1.4,20,0,1.5,7.1,38,1.4,11,35,1.5,8.2,100
1116,2:45:00 PM,3,0,2,14,2,15,35,0,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
1117,1:19:00 PM,3,0,1,11,1,5,10,0,0,0,0,0,0,0,0,0,5,1,60,0,5,150,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,6.2,17,93,5.9,45,15,6.2,40.4,36,5.7,79,0,6.2,29.2,94,5.7,46,105,6.2,33.7,226
1118,10:11:00 AM,1,0,2,14,2,70,75,0,0,0,0,1,0,0,0,0,5,2,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
1119,1:24:00 PM,3,0,6,10,1,5,10,1,0,0,0,0,0,1,0,0,3,6,20,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,1,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
1120,10:20:00 AM,1,0,6,14,7,70,250,1,0,0,0,1,0,0,0,0,2,6,20,0,5,30,1,1,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,23.8,58,357,0,5,10,23.8,155.1,124,23.1,318,0,23.8,112,306,23.1,187,385,23.8,129.5,754
1121,1:39:00 PM,3,0,6,11,1,5,10,1,0,0,0,0,0,0,0,0,4,6,30,0,1,20,0,1,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
1122,4:15:00 PM,4,0,6,11,2,5,10,0,0,0,0,0,0,0,0,0,5,4,20,0,4,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
1123,10:26:00 AM,1,0,2,11,7,45,35,1,0,0,0,0,0,0,1,0,6,2,20,0,1,20,1,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,0.6,2,9,0.6,8,10,0.6,3.9,10,0.6,8,0,0.6,2.8,27,0.6,5,25,0.6,3.3,100
1124,1:49:00 PM,3,0,4,11,1,15,10,0,1,0,0,0,0,0,0,0,1,4,30,0,3,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.6,2,9,0.6,8,10,0.6,3.9,10,0.6,8,0,0.6,2.8,27,0.6,5,25,0.6,3.3,100
1125,4:15:00 PM,4,0,6,11,2,5,10,0,0,0,0,0,0,0,0,0,5,4,20,0,5,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.2,9,48,0.6,9,10,3.2,20.8,21,0.6,9,0,3.2,15.1,58,0.6,5,25,3.2,17.4,136
1126,1:59:00 PM,3,0,2,12,1,5,10,1,0,0,0,0,0,0,1,0,5,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.4,10,51,3.1,43,10,3.4,22.2,22,2.7,38,0,3.4,16,61,2.7,22,60,3.4,18.5,142
1127,10:31:00 AM,1,0,2,14,2,25,35,0,0,0,0,1,0,0,1,0,2,2,20,0,1,5,0,1,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,2.3,7,35,2.9,37,10,2.3,15,16.5,2.3,33,0,2.3,10.8,48,2.3,19,50,2.3,12.5,130
1128,2:11:00 PM,3,0,2,12,1,5,10,1,0,0,0,0,0,0,0,0,5,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,3.4,10,51,3.1,43,10,3.4,22.2,22,2.7,38,0,3.4,16,61,2.7,22,60,3.4,18.5,142
1129,4:24:00 PM,4,0,2,13,2,15,10,0,0,0,0,0,0,0,1,0,6,2,20,0,1,5,0,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
1130,11:18:00 AM,2,0,4,11,7,25,10,0,0,0,0,1,0,0,0,0,5,4,30,0,4,30,0,0,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,8.9,20,134,9.9,85,25,8.9,58,49.5,8.8,122,0,8.9,41.9,127,8.8,71,155,8.9,48.4,307
1131,2:21:00 PM,3,0,1,8,1,5,10,0,0,0,0,0,0,0,0,0,5,1,40,0,5,60,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.9,7,29,0.3,5,10,1.9,12.4,15,0.3,5,0,1.9,8.9,43,0.3,2,20,1.9,10.3,100
1132,11:28:00 AM,2,0,7,4,7,25,35,0,0,0,0,0,0,0,0,0,4,2,30,0,1,20,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.9,8,59,5.3,26,15,3.9,25.4,24.5,3.7,49,0,3.9,18.4,67,3.7,30,75,3.9,21.2,157
1133,4:35:00 PM,4,0,4,14,2,15,35,0,0,0,0,0,0,0,0,0,6,2,20,0,1,5,0,0,0,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
1134,11:39:00 AM,2,0,4,13,3,5,75,1,0,0,0,0,0,0,0,0,6,4,30,0,3,30,0,1,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,6.2,17,93,6.6,46,15,6.2,40.4,36,5.8,80,0,6.2,29.2,94,5.8,47,105,6.2,33.7,226
1135,2:33:00 PM,3,0,6,1,2,15,75,1,0,0,0,0,0,0,0,0,1,6,30,0,4,80,0,1,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2,6,30,1.9,27,10,2,13,15,1.9,27,0,2,9.4,44,1.9,15,40,2,10.9,100
1136,4:45:00 PM,4,0,2,15,7,15,35,0,0,0,0,1,0,0,0,0,6,2,30,0,1,5,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,11.4,18,171,10.9,93,25,11.4,74.3,62,10.9,148,0,11.4,53.7,157,10.9,88,190,11.4,62,382
1137,12:30:00 PM,2,0,7,12,1,5,10,0,0,0,0,0,0,0,0,0,4,3,30,0,5,30,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,17.7,29,266,0,5,10,17.7,115.3,93.5,12.8,175,0,17.7,83.3,232,12.8,103,220,17.7,96.3,571
1138,2:42:00 PM,3,0,8,12,1,15,10,0,0,0,0,0,0,0,1,0,4,6,20,0,1,20,1,0,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,4.1,11,62,2.7,30,10,4.1,26.7,25.5,2.6,38,0,4.1,19.3,69,2.6,21,55,4.1,22.3,163
1139,4:31:00 PM,4,0,6,16,7,5,35,0,1,0,0,0,0,0,0,0,3,6,20,0,7,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,1.4,5,21,0.8,11,10,1.4,9.1,15,0.8,11,0,1.4,6.6,37,0.8,6,25,1.4,7.6,100
1140,4:05:00 PM,4,0,4,15,1,5,10,0,0,0,0,0,0,0,0,0,2,4,30,0,4,20,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,11.4,18,171,10.9,93,25,11.4,74.3,62,10.9,148,0,11.4,53.7,157,10.9,88,190,11.4,62,382
1141,2:49:00 PM,3,0,4,12,2,15,35,1,0,0,0,0,0,0,0,0,4,4,40,0,4,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,2.1,6,32,0.5,7,10,2.1,13.7,15.5,0.5,7,0,2.1,9.9,45,0.5,4,20,2.1,11.4,130
1142,2:45:00 PM,3,0,2,14,2,5,10,0,0,0,0,0,0,0,0,0,6,2,30,0,1,5,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,0.4,2,6,0.4,6,10,0.4,2.6,10,0.4,6,0,0.4,1.9,25,0.4,3,20,0.4,2.2,100
1143,3:03:00 PM,4,0,5,12,2,15,35,0,0,0,0,1,0,0,0,0,3,5,30,1,1,20,1,0,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,2.1,6,32,0.5,7,10,2.1,13.7,15.5,0.5,7,0,2.1,9.9,45,0.5,4,20,2.1,11.4,130
1144,4:10:00 PM,4,0,4,1,2,15,35,1,0,0,0,0,0,0,0,0,4,4,30,0,4,30,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,4.8,15,72,10.4,93,25,4.8,31.3,29,4.4,62,0,4.8,22.6,78,4.4,36,85,4.8,26.1,184
1145,2:30:00 PM,3,0,4,13,2,5,35,0,1,0,0,0,0,0,0,0,6,4,30,0,4,20,0,0,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,0.001,1,0,0,5,10,0.001,0,10,0.001,1,0,0.001,0,20,0.001,0,20,0.001,0,100
1146,3:40:00 PM,4,0,2,12,1,5,10,1,0,0,0,0,0,1,0,0,3,2,20,0,1,5,1,1,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,2.1,6,32,0.5,7,10,2.1,13.7,15.5,0.5,7,0,2.1,9.9,45,0.5,4,20,2.1,11.4,130
1147,2:10:00 PM,3,0,4,14,2,15,35,0,0,0,0,0,0,0,0,0,6,4,30,0,4,30,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,12.9,27,194,10.3,87,25,12.9,84,69.5,10,139,0,12.9,60.7,175,10,81,175,12.9,70.2,427
1148,1:10:00 PM,3,0,6,2,1,5,10,0,0,0,0,0,0,0,0,0,1,4,30,0,5,30,0,1,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,10.4,19,156,10.2,76,25,10.4,67.8,57,8.7,120,0,10.4,49,145,8.7,70,155,10.4,56.6,352
1149,4:13:00 PM,4,0,2,7,1,5,10,1,0,0,0,0,0,0,0,0,6,2,20,1,1,5,1,0,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,0.7,3,11,0.6,8,10,0.7,4.6,10,0.6,8,0,0.7,3.3,28,0.6,5,25,0.7,3.8,100
1150,3:57:00 PM,4,0,4,1,5,70,10,0,1,0,0,0,0,0,0,0,5,4,30,0,4,150,1,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,16.9,50,254,13.1,91,30,16.9,110.1,89.5,13.1,178,0,16.9,79.5,223,13.1,106,225,16.9,91.9,547
1151,2:20:00 PM,3,0,6,13,2,15,35,0,0,0,0,0,0,0,0,0,5,6,20,0,5,30,0,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,3.3,14,50,3,35,10,3.3,21.5,21.5,2.9,41,0,3.3,15.5,60,2.9,23,60,3.3,18,139
